PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,20,12,18,12,12,15,15,14,11,9
1,0.0,8,15,6,14,17,8,13,14,10,10
2,0.0,11,8,11,9,9,11,12,8,15,16
3,0.0,8,8,12,6,9,9,11,13,10,8
4,0.0,7,6,5,8,6,8,8,4,6,4
5,0.0,5,4,6,5,9,9,6,7,6,13
6,0.0,2,9,6,8,5,6,5,3,2,6
7,0.0,8,6,8,4,4,4,4,5,6,4
8,0.0,6,7,9,6,3,2,4,9,5,3
9,0.0,7,5,4,6,7,7,3,5,5,5
10,NaN,0,9,2,5,7,3,6,8,6,4
11,0.0,6,2,3,6,3,6,5,4,5,1
12,0.0,6,3,3,3,3,4,3,4,3,4
13,0.0,2,4,0,4,5,4,2,2,8,8
14,0.0,1,2,5,1,0,2,1,0,0,2
15,0.0,3,0,2,3,1,2,2,0,2,3
