PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,22,17,12,16,23,20,17,16,18,10
1,0.0,11,14,15,6,12,10,14,13,12,11
2,0.0,14,13,14,10,6,19,9,10,12,17
3,0.0,12,12,14,15,12,10,12,11,12,11
4,0.0,5,8,7,4,4,8,6,5,6,11
5,0.0,7,4,6,6,7,6,9,7,7,9
6,0.0,5,5,4,8,4,3,5,5,7,5
7,0.0,4,4,4,6,7,4,5,5,3,3
8,0.0,3,6,1,3,8,1,4,7,4,3
9,0.0,6,4,6,7,6,3,7,6,8,7
10,0.0,3,4,5,4,3,1,3,4,5,3
11,0.0,3,1,6,9,4,5,4,5,0,5
12,0.0,3,3,2,3,1,6,2,5,1,2
13,0.0,1,3,2,1,0,2,0,1,3,1
14,0.0,1,2,1,1,2,1,1,0,2,1
15,NaN,0,0,1,1,1,1,2,0,0,1
