PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,92,92,93,93,92,94,96,91,91,92
1,NaN,0,0,0,0,0,0,0,0,0,0
2,NaN,0,0,0,0,0,0,0,0,0,0
3,NaN,0,0,0,0,0,0,0,0,0,0
4,NaN,0,0,0,0,0,0,0,0,0,0
5,0.0,1,0,0,0,0,0,0,1,0,0
6,NaN,0,0,0,0,1,0,0,0,0,1
7,NaN,0,0,0,1,0,1,0,0,0,0
8,0.0,2,0,0,0,0,0,0,1,0,1
9,0.0,1,2,1,1,1,1,1,0,2,1
10,0.0,1,0,0,1,0,0,0,0,0,0
11,NaN,0,1,1,0,0,0,0,1,1,0
12,NaN,0,0,0,0,0,0,1,1,0,2
13,0.0,1,3,2,3,2,1,0,2,2,1
14,0.0,1,1,1,0,1,1,2,2,1,2
15,0.0,1,1,2,1,3,2,0,1,3,0
