PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,15,7,8,8,8,4,14,15,7,7
1,0.0,7,14,13,7,10,8,6,11,12,6
2,0.0,8,11,11,4,8,5,6,6,6,3
3,0.0,2,5,7,7,9,6,6,7,8,14
4,0.0,7,5,4,4,4,5,3,4,1,7
5,0.0,8,6,2,7,4,8,8,3,5,11
6,0.0,1,4,4,8,7,5,6,4,3,4
7,0.0,3,2,4,5,3,5,3,6,4,1
8,0.0,5,4,6,5,6,5,2,6,7,4
9,0.0,5,10,11,9,4,6,8,9,8,9
10,0.0,9,3,7,5,7,12,7,8,6,5
11,0.0,8,7,6,11,8,6,9,7,10,6
12,0.0,9,11,4,6,9,11,5,2,4,5
13,0.0,4,6,8,5,5,7,8,2,4,7
14,0.0,7,4,3,5,4,3,5,5,7,5
15,0.0,2,1,2,4,4,4,4,5,8,6
