PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,11,5,8,8,5,6,9,11,5,5
1,0.0,7,8,12,7,14,8,8,5,6,8
2,0.0,9,4,8,7,9,9,10,4,10,8
3,0.0,8,8,11,8,9,9,7,4,10,8
4,0.0,2,5,5,5,1,3,5,4,5,4
5,0.0,11,6,3,5,9,6,6,8,3,9
6,0.0,4,4,7,3,3,9,4,6,4,4
7,0.0,8,10,4,7,2,6,3,8,6,8
8,0.0,5,8,4,5,10,6,4,10,5,8
9,0.0,4,9,5,9,8,5,7,7,9,7
10,0.0,4,5,4,5,4,5,5,7,5,5
11,0.0,6,6,4,6,6,8,7,8,5,4
12,0.0,8,10,10,4,7,2,9,6,6,5
13,0.0,5,6,7,10,7,8,6,5,9,7
14,0.0,4,3,5,8,2,5,6,2,6,4
15,0.0,4,3,3,3,4,5,4,5,6,6
