PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,12,9,6,11,10,8,17,12,6,6
1,0.0,10,13,10,11,11,11,11,11,8,7
2,0.0,9,9,10,9,10,10,6,8,11,9
3,0.0,10,6,8,10,14,8,6,7,12,8
4,0.0,4,6,10,2,4,9,5,11,5,6
5,0.0,10,8,6,5,3,3,7,4,6,9
6,0.0,6,3,7,8,4,3,2,6,1,8
7,0.0,9,5,1,5,5,6,4,5,5,5
8,0.0,3,10,6,5,4,8,10,2,7,9
9,0.0,5,6,8,5,4,8,8,4,9,6
10,0.0,3,4,5,6,5,8,3,6,5,6
11,0.0,3,5,6,9,4,5,5,9,11,7
12,0.0,3,5,5,3,6,5,3,5,6,6
13,0.0,5,2,6,4,5,4,6,3,4,2
14,0.0,4,7,4,5,6,2,3,3,3,3
15,0.0,4,2,2,2,5,2,4,4,1,3
