PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,10,4,5,6,8,6,5,12,6,4
1,0.0,5,9,8,8,7,6,7,3,6,8
2,0.0,10,9,12,6,9,7,9,4,13,8
3,0.0,5,7,9,5,5,10,9,8,10,11
4,0.0,4,4,3,3,2,5,4,3,6,2
5,0.0,6,6,8,5,7,3,6,4,1,7
6,0.0,3,6,7,2,3,8,3,6,2,2
7,0.0,9,10,6,8,5,7,2,6,5,10
8,0.0,5,10,4,5,5,4,4,9,6,5
9,0.0,9,7,3,9,10,6,4,10,9,5
10,0.0,2,4,5,6,7,5,6,6,7,5
11,0.0,7,5,4,5,4,8,8,5,4,5
12,0.0,7,5,9,9,10,4,9,8,7,5
13,0.0,10,6,8,9,10,11,10,8,8,9
14,0.0,2,6,6,6,4,4,7,3,7,7
15,0.0,6,2,3,8,4,6,7,5,3,7
