PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,8,11,10,11,10,8,12,9,6,6
1,0.0,10,11,10,11,10,11,10,9,8,7
2,0.0,10,9,12,9,9,10,7,10,11,9
3,0.0,9,5,10,10,14,8,7,8,12,8
4,0.0,4,4,2,2,3,9,4,9,5,6
5,0.0,9,5,8,5,3,3,7,4,6,9
6,0.0,5,4,2,8,4,3,2,5,1,8
7,0.0,5,9,2,5,6,6,5,8,5,5
8,0.0,5,13,9,5,4,8,8,4,7,9
9,0.0,12,4,8,5,6,8,8,3,9,6
10,0.0,5,4,6,6,5,8,3,4,5,6
11,0.0,3,7,7,9,4,5,9,8,11,7
12,0.0,6,4,2,3,6,5,3,6,6,6
13,0.0,3,3,4,4,5,4,6,4,4,2
14,0.0,4,5,5,5,6,2,4,5,3,3
15,0.0,2,2,3,2,5,2,5,4,1,3
